waybill_sn,start_location,end_location,waybill_created_date,actual_eta,initial_eta,tri_punctuality_in_days
3630212895,"EVADALE, TX","LOFTON, VA",2023-07-07,13,10,-3
3630182511,"SANDERSVILLE, GA","TAFT, LA",2023-07-07,4,5,1
1087679092,"DEER PARK, TX","LOUISVILLE, KY",2023-07-07,7,6,-1
1087636808,"CLAVET, SK","GAINESVILLE, GA",2023-07-07,7,5,-2
3630191081,"BAYONNE, NJ","WEST LAKE, LA",2023-07-07,2,3,1
3630127684,"TOLEDO, OH","INDIANA HARBOR, IN",2023-07-07,9,8,-1
1087710288,"ASHEVILLE, NC","SMYTH (BLU), NC",2023-07-07,4,1,-3
1087619678,"SELKIRK, NY","BUFFALO, NY",2023-07-07,3,2,-1
3630137126,"SALINAS VICTORIA, NL","CHARLOTTE, NC",2023-07-07,9,6,-3
1087695925,"WAUSAU, WI","FRANKLIN, OH",2023-07-07,3,4,1
1087577541,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,1,1,0
3630205953,"WHEELER, WA","DORAVILLE, GA",2023-07-07,9,10,1
3630109610,"RED DEER, AB","SYLACAUGA, AL",2023-07-07,10,8,-2
3630173910,"FLORENCE JCT, VT","WEST POINT, VA",2023-07-07,8,7,-1
3630151015,"DECATUR, IL","HOMER, IL",2023-07-07,11,8,-3
3630099598,"THOMASVILLE, PA","GEISMAR, LA",2023-07-07,5,4,-1
3630118059,"CRESSON, PA","CRAB ORCHARD, TN",2023-07-07,11,9,-2
3630069103,"ROSSER, GA","BARNESVILLE, GA",2023-07-07,10,8,-2
3630089658,"ST PAUL, MN","HARRISBURG, PA",2023-07-02,1,2,1
3628672013,"CHARLOTTE, NC","WHITE PIGEON, MI",2023-07-07,2,3,1
3630203278,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,3,6,3
3630153148,"COLUMBUS, OH","BUTLER, IN",2023-07-06,7,4,-3
1087460613,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,10,7,-3
3630141442,"ASHEVILLE, NC","BAYTOWN, TX",2023-07-07,5,8,3
3630065109,"SIDNEY, OH","LEBANON, PA",2023-07-07,13,10,-3
3630179005,"LATHROP, CA","JACKSONVILLE, FL",2023-07-07,3,2,-1
1087562944,"GARDEN CITY, GA","NEW ORLEANS, LA",2023-07-07,12,10,-2
1087652260,"WAYNE, MI","ECORSE, MI",2023-07-07,12,9,-3
1087543550,"CHICAGO, IL","COLUMBUS, OH",2023-07-07,5,8,3
1087557737,"ROANOKE, VA","PORT WILMINGTON, DE",2023-07-07,-1,1,2
1087591236,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,8,8,0
1087538555,"LEIPSIC, OH","PORTAGE, IN",2023-07-07,5,6,1
1087567635,"GREENEVILLE, TN","LIPE, TN",2023-07-07,6,3,-3
3630145519,"ELDON, TX","MONTGOMERY, NY",2023-07-07,4,6,2
3630197427,"NORTH BIRMINGHAM, AL","SPOCARI, AL",2023-07-07,5,8,3
3630075895,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,5,6,1
1087543021,"CHARLOTTE INTER, NC","WYLIE, TX",2023-07-07,9,7,-2
3630126612,"MONROE, MI","NORTH BERGEN, NJ",2023-07-07,6,8,2
3630209525,"BAYWAY, NJ","CHICAGO, IL",2023-07-07,3,4,1
1087531163,"BELLEVUE, OH","BELLEVUE, OH",2023-07-07,9,8,-1
3630099661,"CALEDONIA, NY","EAGLE GROVE, IA",2023-07-07,3,3,0
1087539967,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,7,8,1
3630114649,"ORANGE, TX","DAYTON, TN",2023-07-07,7,10,3
1087610446,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,7,6,-1
1087519543,"CROXTON, NJ","CHICAGO, IL",2023-07-07,10,9,-1
3630166191,"NATKA (AIKR), SC","LAKE CHARLES, LA",2023-07-07,10,9,-1
3630204004,"YORKTON, SK","HILLSIDE, NJ",2023-07-07,2,4,2
3630057009,"DORAVILLE, GA","ENGEN, BC",2023-07-07,8,8,0
3630108339,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,8,7,-1
1087649453,"EATONTON, GA","VANCE, AL",2023-07-07,8,9,1
3630145933,"WESTON, ON","BALTIMORE, MD",2023-07-07,6,9,3
1087604186,"MEXICO, MO","MEXICO, MO",2023-07-07,5,4,-1
3630063856,"LOS ANGELES, CA","CROXTON, NJ",2023-07-02,12,10,-2
3628756435,"CAROL, IN","FRANCISCO, IN",2023-07-07,6,8,2
3630188884,"VON WILLER (CCRL), OH","CLEVELAND, OH",2023-07-07,8,7,-1
3630081121,"HYCO, NC","BAILEY MINE, PA",2023-07-07,9,8,-1
1087602582,"COLUMBUS, OH","LONG BEACH E PIER, CA",2023-07-07,10,10,0
1087672210,"PALMERTON, PA","BLACKSBURG, SC",2023-07-07,5,8,3
3630058788,"LONG BEACH E PIER, CA","CLEVELAND, OH",2023-07-07,3,4,1
1087569970,"MINOT, ND","HARRISBURG, PA",2023-07-07,4,4,0
3630179526,"NORTH VALLIANT, OK","MADISON, AL",2023-07-07,10,8,-2
3630116641,"SELMA, NC","DECATUR, IL",2023-07-07,7,9,2
3630187634,"LOGISTICS PARK CHIC, IL","CHICAGO, IL",2023-07-07,8,5,-3
3630199568,"CEDAR RAPIDS, IA","PETERSBURG, VA",2023-07-07,5,5,0
1087702853,"CLINTON, IA","DOUGHERTY, GA",2023-07-07,3,2,-1
1087689534,"CANNELTON (KNWA), WV","LAMBERTS POINT, VA",2023-07-07,5,7,2
3630056029,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,10,7,-3
1087581485,"ASHEVILLE, NC","PINE BLUFF, AR",2023-07-07,5,7,2
3630099611,"THOMASVILLE, PA","GEISMAR, LA",2023-07-07,9,6,-3
1087715482,"YORK, PA","EAST ST LOUIS, IL",2023-07-07,6,4,-2
3630068165,"ST PAUL, MN","HARRISBURG, PA",2023-07-07,9,10,1
3630080997,"HYCO, NC","BAILEY MINE, PA",2023-07-07,4,5,1
1087625132,"MIAMI, FL","CHICAGO 47TH ST TV, IL",2023-07-07,9,7,-2
1087605823,"MARTINSBURG, WV","LEETSDALE, PA",2023-07-07,5,5,0
1087533246,"WYSOX, PA","WEDRON, IL",2023-07-07,2,3,1
3630217007,"BUTLER, IN","TOLEDO, OH",2023-07-07,1,1,0
3630058916,"SAN BERNARDINO, CA","GREENSBORO, NC",2023-07-07,10,7,-3
3630073322,"CLINTON, IA","VILLA RICA, GA",2023-07-07,1,1,0
3630085832,"BOWDEN YARD, FL","CHICAGO 47TH ST TV, IL",2023-07-07,6,9,3
3630164872,"STERLING HEIGHTS, MI","ROLLA, CO",2023-07-07,4,3,-1
3630084632,"RUBY, GA","JACKSONVILLE, FL",2023-07-07,-2,1,3
1087649445,"WYLIE, TX","ATLANTA, GA",2023-07-07,7,4,-3
3630105048,"BAYTOWN, TX","NORCROSS, GA",2023-07-07,6,8,2
3630074687,"AMELIA, TX","LYNCHBURG, VA",2023-07-04,8,7,-1
3629134000,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,2,4,2
1087598377,"MILLEN, GA","NEWBERRY, PA",2023-07-07,3,2,-1
1087550434,"CHICAGO 47TH ST TV, IL","JACKSONVILLE, FL",2023-07-07,4,6,2
3630118758,"WEST CRESSONA, PA","KIMBALL, NE",2023-07-07,6,6,0
1087550840,"CHICAGO 47TH ST TV, IL","CROXTON, NJ",2023-07-07,6,9,3
3630169238,"ZORRA, ON","SIEGFRIED, PA",2023-07-07,4,3,-1
3630199039,"LA PORTE, TX","GRIFFIN, GA",2023-07-07,10,10,0
1087577494,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,1,3,2
3630095803,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,9,8,-1
3630049496,"PORT WENTWORTH, GA","TYNER, TN",2023-07-07,6,4,-2
1087596414,"COLUMBUS, OH","TACOMA, WA",2023-07-07,10,8,-2
3630211522,"BAYTOWN, TX","JEFFERSON, OH",2023-07-07,9,9,0
3630186719,"SANTA TERESA RAMP, NM","AUSTELL, GA",2023-07-07,3,1,-2
3630209981,"HOPKINSVILLE, KY","WENTZVILLE, MO",2023-07-07,11,10,-1
1087658973,"OAKWOOD, MI","CLEVELAND, OH",2023-07-07,5,7,2
3630169068,"LORENZO, IL","NEW ORLEANS, LA",2023-07-07,6,8,2
3630180161,"SHENANDOAH, PA","CLOVER BAR, AB",2023-07-07,6,7,1
1087518416,"CROXTON, NJ","DALLAS, TX",2023-07-07,8,9,1
3630138562,"CLEARING CHGO, IL","BURNHAM, PA",2023-07-07,10,9,-1
3630073259,"CLINTON, IA","LOUISVILLE, KY",2023-07-07,4,2,-2
3630185129,"TATE COVE, LA","GRANITEVILLE, SC",2023-07-07,4,3,-1
3630063115,"QUERETARO, QA","MALLARD, AL",2023-07-03,9,7,-2
3628888703,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,13,10,-3
3630068377,"CHICAGO, IL","CROXTON, NJ",2023-07-07,11,10,-1
3630121612,"INSTITUTE (KNWA), WV","TAFT, LA",2023-07-07,8,5,-3
3630098550,"ASHEVILLE, NC","PINE BLUFF, AR",2023-07-07,9,9,0
3630080183,"HYCO, NC","BAILEY MINE, PA",2023-07-07,6,8,2
3630159005,"MEMPHIS, TN","NORFOLK, VA",2023-07-07,6,8,2
3630061684,"KANSAS CITY, MO","KANSAS CITY, MO",2023-07-07,5,8,3
1087610022,"ERIE, PA","OLD OCEAN, TX",2023-07-07,12,10,-2
1087689665,"CANNELTON (KNWA), WV","LAMBERTS POINT, VA",2023-07-07,2,4,2
3630058071,"LONG BEACH E PIER, CA","CINCINNATI, OH",2023-07-07,13,10,-3
3630107456,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,8,5,-3
1087672139,"PORT ARTHUR, TX","SELMA, NC",2023-07-07,3,5,2
1087557787,"REDWOOD, MS","LEMOYNE, AL",2023-07-07,-1,1,2
3630132859,"SELKIRK, NY","BUFFALO, NY",2023-07-07,4,2,-2
3630120111,"SINCO, TX","LOUISVILLE, KY",2023-07-07,1,2,1
3630116382,"LYNCHBURG, VA","MACMILLAN, AL",2023-07-07,9,6,-3
1087649380,"JACKSONVILLE, FL","RUTHERFORD, PA",2023-07-07,10,9,-1
3630059784,"MORRISTOWN, TN","EAST GRAND FORKS, MN",2023-07-07,0,1,1
3630194102,"TITUSVILLE, FL","SAN BERNARDINO, CA",2023-07-07,9,9,0
1087520049,"CROXTON, NJ","CHICAGO, IL",2023-07-07,0,3,3
3630103127,"COATESVILLE, PA","KOPPEL, PA",2023-07-07,4,1,-3
3630056118,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,-2,1,3
3630141418,"ROANOKE, VA","HUNTINGBURG, IN",2023-07-07,11,8,-3
1087652244,"EDGERTON, IN","CANA, FL",2023-07-04,7,10,3
1086404737,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,2,5,3
1087687477,"DORAVILLE, GA","CALDWELL, ID",2023-07-07,6,9,3
3630172532,"BELLEVUE, OH","BROADWAY, VA",2023-07-07,3,6,3
1087681138,"ANDERSONVILLE, GA","WHEELERSBURG, OH",2023-07-07,1,3,2
1087614830,"RUTHERFORD, PA","KANSAS CITY, MO",2023-07-02,9,6,-3
3628723204,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,-2,1,3
3630146256,"COLUMBUS, OH","KRANNERT, GA",2023-07-07,5,7,2
1087612058,"MALLARD, AL","DECATUR, AL",2023-07-07,4,1,-3
1087671337,"MELVINDALE, MI","KANSAS CITY, MO",2023-07-04,2,2,0
3629203493,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,4,4,0
3630189107,"YORK, PA","MIDDLETOWN, CT",2023-07-07,9,8,-1
3630178148,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,4,2,-2
3630196112,"CEDAR RAPIDS, IA","BATTLE CREEK, MI",2023-07-07,8,10,2
3630075382,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,4,7,3
1087662346,"AYER, MA","IVORYDALE, OH",2023-07-07,8,9,1
1087540780,"ROSSVILLE, TN","CROXTON, NJ",2023-07-07,7,9,2
3630065654,"MONROE, MI","CHICAGO, IL",2023-07-07,10,10,0
3630122731,"MUNCIE, IN","ALLEMANIA, LA",2023-07-07,5,4,-1
3630137744,"CHICAGO ASHLAND AVE, IL","RUEBEL, MN",2023-07-07,4,4,0
3630132794,"SELKIRK, NY","BUFFALO, NY",2023-07-07,8,9,1
3630112451,"RED DEER, AB","MORRISTOWN, TN",2023-07-07,5,4,-1
1087571545,"CHICAGO, IL","MORRISVILLE, PA",2023-07-07,5,6,1
3630077805,"CITY OF INDUSTRY, CA","GREENSBORO, NC",2023-07-07,4,6,2
3630173601,"DEER PARK, TX","TOLEDO, OH",2023-07-07,10,7,-3
3630148567,"DETROIT FLEXI FLO, MI","MARYLAND, LA",2023-07-07,13,10,-3
3630139885,"WOODSTOCK, ON","WESTLAKE, FL",2023-07-07,4,4,0
3630118512,"CRESSON, PA","CLEVELAND, OH",2023-07-07,5,2,-3
3630126769,"DILLEY, TX","PICAYUNE, MS",2023-07-07,5,8,3
3630211768,"ACKLEY, IA","DORAVILLE, GA",2023-07-07,4,3,-1
1087563916,"CALVERT CITY, KY","EMORY GAP, TN",2023-07-07,6,4,-2
3630112867,"MAHRT (CCH), AL","DE RIDDER, LA",2023-07-07,0,1,1
3630102171,"ARBELA, MS","KERNERSVILLE, NC",2023-07-07,7,8,1
1087661340,"WYLIE, TX","CHARLOTTE, NC",2023-07-07,1,4,3
1087549158,"BARSTOW, CA","HARRISBURG, PA",2023-07-07,7,10,3
1087558262,"WARREN, MI","LAGRANGE, NL",2023-07-07,4,2,-2
3630142642,"DAVISVILLE, RI","LAFAYETTE, IN",2023-07-07,10,9,-1
1087550036,"AUSTELL, GA","CHICAGO, IL",2023-07-07,2,3,1
3630079572,"CALVERT, AL","INDIANA HARBOR, IN",2023-07-07,10,9,-1
3630141256,"AMERICUS, GA","BAYPORT, TX",2023-07-07,2,4,2
3630121264,"NIXON, GA","MCINTOSH, AL",2023-07-07,1,2,1
1087630894,"THOMASTON, IN","MONROE, MI",2023-07-07,10,8,-2
3630171235,"EVADALE, TX","BARTON, AL",2023-07-07,5,5,0
3630093356,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,5,6,1
1087625001,"NORFOLK, VA","CHICAGO, IL",2023-07-07,6,8,2
3630153619,"TROIS RIVIERES, PQ","ELIZABETHTOWN, KY",2023-07-07,10,8,-2
3630121824,"AUBURN, NY","CHEMUNG, NY",2023-07-07,3,6,3
3630114144,"MIAMI, FL","ATLANTA, GA",2023-07-07,5,7,2
3630107650,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,6,6,0
1087591286,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,7,9,2
1087540463,"DET JEFFERSON, MI","PEARLAND, TX",2023-07-07,11,8,-3
3630091485,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,8,5,-3
3630137079,"WEIRTON, WV","FAIRLESS, PA",2023-07-07,7,10,3
3630153172,"FT DODGE, IA","MECHANICSBURG, PA",2023-07-07,4,4,0
1087636701,"HOUSTON, TX","MORRISVILLE, PA",2023-07-07,7,8,1
1087667029,"BALTIMORE DUNDALK M, MD","CHICAGO, IL",2023-07-07,1,3,2
3630098982,"ASHEVILLE, NC","HANNA, OH",2023-07-07,1,1,0
3630068246,"CHICAGO, IL","RUTHERFORD, PA",2023-07-07,1,4,3
3630159479,"ADDIS, LA","SOUTH ANDERSON, SC",2023-07-07,1,1,0
3630162383,"LACYMARK, FL","JUNCTION CITY, GA",2023-07-07,3,2,-1
3630070170,"DELTA, OH","PHOENIX, AZ",2023-07-07,12,9,-3
3630130491,"UNION BRIDGE, MD","DURHAM, NC",2023-07-07,2,2,0
1087610161,"MACEDONIA, OH","CRAWFORDSVILLE, IN",2023-07-07,4,6,2
3630115394,"RALEIGH, NC","ROBERTA, AL",2023-07-07,2,3,1
1087577428,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,5,5,0
3630104270,"VENICE, IL","CARLISLE, PA",2023-07-02,-2,1,3
3628751613,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,5,6,1
3630219245,"KRANNERT, GA","FT WAYNE, IN",2023-07-07,9,10,1
1087689584,"CANNELTON (KNWA), WV","LAMBERTS POINT, VA",2023-07-07,-2,1,3
3630192443,"PRESCOTT, ON","WINSTON-SALEM, NC",2023-07-07,7,5,-2
3630109783,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,3,6,3
3630122781,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,6,4,-2
3630206975,"MARSHALL, MN","DOUGHERTY, GA",2023-07-07,7,4,-3
1087689623,"CANNELTON (KNWA), WV","LAMBERTS POINT, VA",2023-07-07,3,2,-1
3630074946,"LOS ANGELES, CA","JACKSONVILLE, FL",2023-07-07,9,8,-1
3630084983,"STEVENSON, AL","SAVANNAH, GA",2023-07-07,5,8,3
1087559072,"VANSANT, VA","CLEVELAND, OH",2023-07-07,0,3,3
3630061715,"KANSAS CITY, MO","KANSAS CITY, MO",2023-07-07,5,6,1
3630184034,"PRENTISS, AB","LAFAYETTE, IN",2023-07-07,9,10,1
3630139657,"LEOLA, PA","CLEWISTON, FL",2023-07-07,13,10,-3
3630115522,"NEKOOSA, WI","FAIRBORN, OH",2023-07-07,7,7,0
1087608384,"TALLADEGA, AL","WAYNE, MI",2023-07-07,-2,1,3
3630188101,"PORT WILMINGTON, DE","WESTVACO, WY",2023-07-07,7,4,-3
1087694571,"DALLAS, TX","MORRISVILLE, PA",2023-07-07,8,10,2
3630074637,"CLEWISTON, FL","TYNER, TN",2023-07-07,9,9,0
3630123012,"BATH, NY","REYBOLD, DE",2023-07-07,4,5,1
3630102367,"EAST WARRENTON, GA","BRUNSWICK, GA",2023-07-07,7,8,1
3630075984,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,5,8,3
3630068490,"CHICAGO, IL","COLUMBUS, OH",2023-07-07,4,4,0
3630137134,"CHASE, AL","FORMOSA, TX",2023-07-07,11,10,-1
3630199754,"CEDAR RAPIDS, IA","CITY POINT, FL",2023-07-07,9,7,-2
3630197184,"SANDERSVILLE, GA","STEVENS POINT, WI",2023-07-07,5,2,-3
3630073097,"PRATTVILLE, AL","EIGHTY FOUR, PA",2023-07-07,3,6,3
3630093746,"MEMPHIS, TN","CHARLOTTE, NC",2023-07-07,12,10,-2
3630122498,"HOUSTON, TX","PEDRICKTOWN, NJ",2023-07-07,5,3,-2
3628835386,"CHARLOTTE, NC","WHITE PIGEON, MI",2023-07-07,6,4,-2
3630142139,"THOMASTON, IN","MONROE, MI",2023-07-07,2,2,0
1087567821,"CHESAPEAKE, VA","MOUNDSVILLE, WV",2023-07-07,2,4,2
3630095463,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,9,9,0
3630203618,"WARRENTON, OH","SPARTA, WI",2023-07-07,9,6,-3
3630110831,"CHICAGO ENGLEW TV, IL","CHICAGO ENGLEW TV, IL",2023-07-07,8,7,-1
3630189123,"ELKHART, IN","SELMA, MO",2023-07-07,7,9,2
3630189678,"COLUMBIA CITY, IN","ST LOUIS, MO",2023-07-07,12,10,-2
1087675365,"SELKIRK, NY","LAFAYETTE, IN",2023-07-07,9,10,1
3630061016,"CHICAGO, IL","CINCINNATI, OH",2023-07-07,4,4,0
3630189961,"ANDERSONVILLE, GA","SAVANNAH, GA",2023-07-07,5,2,-3
3630181581,"SELKIRK, NY","LAFAYETTE, IN",2023-07-07,7,8,1
1087715319,"LADSON, SC","EL MIRAGE, AZ",2023-07-07,1,3,2
3630048717,"CICERO, IL","BETHINTERMODAL, PA",2023-07-07,1,2,1
3630078128,"WARREN, MI","LAGRANGE, NL",2023-07-02,10,9,-1
3628723084,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,7,5,-2
3630104791,"STOCKTON IMF, CA","JACKSONVILLE, FL",2023-07-07,5,2,-3
1087655349,"DETROIT, MI","LOS ANGELES, CA",2023-07-07,10,7,-3
1087653193,"BRUNSWICK, GA","ARMSTRONG, GA",2023-07-07,5,3,-2
1087613088,"MALLARD, AL","DECATUR, AL",2023-07-07,-1,1,2
1087638101,"DECATUR, IL","HOMER, IL",2023-07-07,5,5,0
1087549865,"LOGISTICS PARK KANS, KS","HARRISBURG, PA",2023-07-07,8,5,-3
3630113732,"CINCINNATI, OH","CHICAGO, IL",2023-07-07,2,2,0
3630068385,"CHICAGO, IL","CROXTON, NJ",2023-07-07,-1,1,2
1087565528,"MEHOOPANY, PA","PHILADELPHIA, PA",2023-07-07,12,9,-3
3630065337,"SLCIT, UT","GREENSBORO, NC",2023-07-07,5,4,-1
1087567423,"JACKSONVILLE, FL","VOLTZ, MO",2023-07-07,2,4,2
3630063602,"TOLEDO AIRLINE, OH","TOLEDO AIRLINE, OH",2023-07-07,8,8,0
1087599103,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,7,6,-1
1087628724,"SARNIA, ON","TOLEDO, OH",2023-07-07,8,5,-3
3630075269,"BROADWAY, VA","LINVILLE, VA",2023-07-07,8,8,0
3630183949,"NORFOLK INTERNATION, VA","LANDERS, IL",2023-07-07,6,8,2
3630151049,"DECATUR, IL","HOMER, IL",2023-07-07,-1,2,3
3630052295,"BLUFFTON, IN","SELMA, NC",2023-07-07,6,5,-1
3630059734,"CALVERT, AL","GREENVILLE, SC",2023-07-07,1,3,2
1087700568,"POSTELL, GA","ODUM, GA",2023-07-07,2,2,0
3630207191,"WHITE RIVER JCT, VT","LUDLOWVILLE (ITHR), NY",2023-07-07,9,6,-3
1087664966,"RUTHERFORD, PA","TITUSVILLE, FL",2023-07-07,12,10,-2
1087536951,"CROXTON, NJ","ATLANTA, GA",2023-07-07,3,3,0
3630144563,"LATHROP, CA","MIAMI, FL",2023-07-07,5,2,-3
3630199209,"TITUSVILLE, FL","CHICAGO 47TH ST TV, IL",2023-07-07,4,7,3
3630151196,"DECATUR, IL","HOMER, IL",2023-07-07,9,7,-2
3630186808,"TEXAS CITY, TX","KINGSPORT, TN",2023-07-07,12,9,-3
1087556480,"DODGE CITY, MI","LIVERNOIS, MI",2023-07-07,7,7,0
3630069373,"ROSSER, GA","BARNESVILLE, GA",2023-07-07,4,6,2
1087659474,"OAKWOOD, MI","GARY, IN",2023-07-07,7,7,0
3630206983,"MARSHALL, MN","DOUGHERTY, GA",2023-07-07,0,3,3
1087532478,"LOS ANGELES, CA","RUTHERFORD, PA",2023-07-07,9,8,-1
3630118960,"MORGANTON, NC","HAMILTON, ON",2023-07-07,7,10,3
3630092952,"WAYNESBURG, PA","BETHLEHEM, PA",2023-07-07,8,6,-2
3630079093,"WINSTON-SALEM, NC","CLAYPOOL, IN",2023-07-07,5,2,-3
3630164131,"NORTH CHARLESTON, SC","GREENVILLE, SC",2023-07-07,3,2,-1
3630113758,"CINCINNATI, OH","CINCINNATI, OH",2023-07-07,3,1,-2
3630210306,"COLQUITT, GA","LITTLE ROCK, AR",2023-07-07,1,2,1
3630126963,"SLCIT, UT","HARRISBURG, PA",2023-07-07,2,1,-1
3630132867,"SELKIRK, NY","BUFFALO, NY",2023-07-07,6,5,-1
1087568877,"BOWDEN YARD, FL","PRINCETON, IN",2023-07-07,9,6,-3
3630161997,"STAPLETON, GA","WAUSAU, WI",2023-07-07,5,2,-3
1087540803,"HARRISBURG, PA","CHICAGO, IL",2023-07-06,4,4,0
3629821411,"SURRENCY, GA","ANDERSON (ICRK), IN",2023-07-07,9,6,-3
3630086503,"ST LOUIS, MO","PARACHUTE, CO",2023-07-07,4,6,2
3630169018,"LATC, CA","HARRISBURG, PA",2023-07-07,7,10,3
1087589271,"CLEVELAND, OH","BURNS HARBOR, IN",2023-07-07,3,5,2
1087533903,"CROXTON, NJ","LOS ANGELES, CA",2023-07-07,2,5,3
3630198122,"EAGLE MILLS, AR","MEMPHIS, TN",2023-07-07,2,4,2
3630080604,"HYCO, NC","BAILEY MINE, PA",2023-07-07,5,8,3
1087533377,"LOS ANGELES, CA","RUTHERFORD, PA",2023-07-07,2,3,1
1087629063,"AMERICUS, GA","BAYPORT, TX",2023-07-07,4,6,2
3630203757,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,1,1,0
3630108517,"LOS ANGELES, CA","JACKSONVILLE, FL",2023-07-07,6,8,2
3630068830,"CHARLOTTE INTER, NC","CHARLOTTE INTER, NC",2023-07-07,5,4,-1
3630057326,"MAHRT (CCH), AL","PORT WENTWORTH, GA",2023-07-07,-1,2,3
3630139055,"ORANGE, TX","YEATTS, VA",2023-07-03,8,9,1
3628888583,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,3,6,3
3630124165,"CAMP HILL, PA","ARKANSAS CITY, KS",2023-07-07,6,6,0
3630108389,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,12,9,-3
3630181531,"SELKIRK, NY","LAFAYETTE, IN",2023-07-07,6,8,2
1087622118,"HUNTSVILLE, AL","GARDEN CITY, GA",2023-07-07,10,7,-3
3630077554,"LAFAYETTE, IN","LAFAYETTE, IN",2023-07-07,6,3,-3
3630212081,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,4,5,1
1087567415,"LOS ANGELES, CA","PITTSBURGH, PA",2023-07-07,3,4,1
3630207183,"WHITE RIVER JCT, VT","LUDLOWVILLE (ITHR), NY",2023-07-07,4,2,-2
1087664128,"BEAVERDAM, OH","CHALMETTE, LA",2023-07-07,11,10,-1
1087577826,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,6,5,-1
3630086888,"SHELBURNE, VT","LUDLOWVILLE (ITHR), NY",2023-07-07,1,3,2
1087591309,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,2,2,0
1087634107,"SHARONVILLE, OH","SHARONVILLE, OH",2023-07-07,3,5,2
3630094352,"CLAY, DE","LAFAYETTE, IN",2023-07-07,5,5,0
1087624649,"WEIRTON, WV","FAIRLESS, PA",2023-07-07,9,7,-2
3630068123,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,7,9,2
3630060808,"CHICAGO, IL","CINCINNATI, OH",2023-07-07,11,8,-3
3630197419,"ALLEMANIA, LA","KINGSPORT, TN",2023-07-07,8,10,2
1087536113,"LEIPSIC, OH","LOUISVILLE, KY",2023-07-07,8,9,1
3630213859,"HANNA, OH","ROXANA, IL",2023-07-07,-1,2,3
1087614490,"MALLARD, AL","ATTALLA, AL",2023-07-07,0,3,3
3630138512,"CLEARING CHGO, IL","LEWISTOWN (JVRR), PA",2023-07-07,10,8,-2
3630076168,"MERIDIAN, MS","AUSTELL, GA",2023-07-07,10,8,-2
1087591723,"ZANESVILLE, OH","WEDRON, IL",2023-07-07,9,9,0
3630115718,"STEELTON, PA","LACASSINE, LA",2023-07-07,2,2,0
1087636913,"DECATUR, IL","HOMER, IL",2023-07-07,3,6,3
3630080426,"HYCO, NC","BAILEY MINE, PA",2023-07-07,8,10,2
3630187579,"LAFAYETTE, IN","VERNON, CA",2023-07-07,4,7,3
3630054572,"CAROL, IN","FRANCISCO, IN",2023-07-07,4,5,1
3630068961,"LOS ANGELES, CA","BALTIMORE, MD",2023-07-07,4,7,3
3630118067,"CRESSON, PA","CRAB ORCHARD, TN",2023-07-07,3,2,-1
1087529603,"LONG BEACH E PIER, CA","CLEVELAND, OH",2023-07-07,4,2,-2
3630175124,"DALLAS, TX","CROXTON, NJ",2023-07-07,6,6,0
